country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,6,1996,tiva,35352.63472,28297.90036,6193.125617,861.608751,366.9448249,137.3461571,357.317769,0.800446716,0.175181444,0.02437184,0.010379561,0.003885033,0.010107246,-0.013636623,0.010736271,0.002900352,0.001310705,0.000533779,0.001055867
ARG,6,1997,tiva,39313.17012,31027.94773,7210.797137,1074.425252,483.4834878,152.5054793,438.4362847,0.789250718,0.183419376,0.027329906,0.012298257,0.003879247,0.011152402,-0.011195998,0.008237932,0.002958066,0.001918696,-5.786E-06,0.001045156
ARG,6,1998,tiva,39891.85167,31858.46667,7012.407469,1020.977525,455.3714577,147.1064225,418.4996452,0.798620905,0.175785459,0.025593636,0.01141515,0.003687631,0.010490855,0.009370187,-0.007633917,-0.00173627,-0.000883107,-0.000191616,-0.000661547
ARG,6,1999,tiva,37804.88197,30534.02764,6304.362245,966.4920789,422.9948342,136.1521692,407.3450756,0.807674196,0.166760532,0.025565272,0.011188894,0.003601444,0.010774933,0.009053291,-0.009024927,-2.8364E-05,-0.000226256,-8.6187E-05,0.000284078
ARG,6,2000,tiva,33891.46585,26881.00302,6080.03441,930.4284182,387.8178084,154.8064189,387.8041909,0.793149613,0.17939721,0.027453177,0.011442934,0.004567711,0.011442532,-0.014524583,0.012636678,0.001887905,0.00025404,0.000966267,0.000667599
ARG,6,2001,tiva,32847.7725,25965.5222,5956.301612,925.9486866,353.6281201,159.3110996,413.0094669,0.790480457,0.181330457,0.028189086,0.010765665,0.004849982,0.012573439,-0.002669156,0.001933247,0.000735909,-0.000677269,0.000282271,0.001130907
ARG,6,2002,tiva,19723.02266,12137.66373,6513.437601,1071.921324,321.0709366,172.4244754,578.4259116,0.615405861,0.330245405,0.054348735,0.016278992,0.008742295,0.029327448,-0.175074596,0.148914948,0.026159649,0.005513327,0.003892313,0.016754009
ARG,6,2003,tiva,25578.42999,16655.33345,7658.121275,1264.975262,390.3585599,218.1314367,656.4852655,0.651147606,0.299397628,0.049454766,0.01526124,0.008527945,0.025665581,0.035741745,-0.030847777,-0.004893969,-0.001017752,-0.00021435,-0.003661867
ARG,6,2004,tiva,30912.36701,19859.63731,9380.769588,1671.960108,560.9492821,268.6874006,842.3234248,0.642449584,0.303463322,0.054087094,0.018146436,0.008691906,0.027248752,-0.008698022,0.004065694,0.004632328,0.002885196,0.000163961,0.001583171
ARG,6,2005,tiva,35126.78571,22271.54047,10838.63953,2016.605709,697.6502322,323.7852974,995.1701791,0.634032976,0.308557681,0.057409344,0.019860919,0.009217618,0.028330807,-0.008416608,0.005094359,0.00332225,0.001714483,0.000525712,0.001082055
